Gene,Genome,Gene_Count,Path,Activity,Trophic_level,Substrate,Product,Enzymatic_Activity,iso_index
GH146,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",174
GH146,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",106
GH92,Bacteroides_thetaiotaomicron_DSM_2079,22,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,17
GH92,Bacteroides_uniformis_ATCC_8492,10,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,20
GH92,bacteroides_vulgatus,8,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,137
GH92,Enterococcus_faecalis_V583_DSM_8629,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,1
GH92,Lactococcus_lactis_subsp._lactis_HUN043,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,202
GH92,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,92
GH116,Bacteroides_thetaiotaomicron_DSM_2079,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Glucosylceramidases,17
GH116,Bacteroides_uniformis_ATCC_8492,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Glucosylceramidases,20
GH116,Blautia_schinkii_DSM_10518_T506,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Glucosylceramidases,21
GH120,Bifidobacterium_adolescentis_L2,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",25
GH120,Blautia_schinkii_DSM_10518_T506,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",21
GH120,Butyrivibrio_fibrosolvens_CF3,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",34
GH120,Butyrivibrio_hungatei_DSMZ_10295,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",35
GH120,Pseudobutyrivibrio_ruminis_AD2017,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",205
GH115,bacteroides_vulgatus,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,137
GH115,Butyrivibrio_hungatei_DSMZ_10295,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,35
GH115,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,4,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,92
GH115,prevotella_bryantii,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,174
GH159,Bacteroides_thetaiotaomicron_DSM_2079,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Beta-1,3-Glucanases",17
GH26,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Beta-Mannanases,174
GH26,Ruminococcus_albus_7_DSM_20455,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Beta-Mannanases,106
GH26,Ruminococcus_flavefaciens_B34b,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Beta-Mannanases,103
GH67,bacteroides_vulgatus,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,137
GH67,Butyrivibrio_hungatei_DSMZ_10295,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,35
GH67,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,45
GH67,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,92
GH67,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,174
GH67,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-Glucuronidases,106
GH76,Bacteroides_thetaiotaomicron_DSM_2079,10,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannanases",17
GH76,Bacteroides_uniformis_ATCC_8492,5,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannanases",20
GH8,Ruminococcus_flavefaciens_B34b,1,cellulose,cellulose,Plant Polymer Degradation,cellulose,disaccharides + pentose + hexose,"Chitosanases, Endo-Beta-1,4-Glucanases",103
GH9,Ruminococcus_flavefaciens_B34b,5,cellulose,cellulose,Plant Polymer Degradation,cellulose,disaccharides + pentose + hexose,Endoglucanases,103
GH165,bacteroides_vulgatus,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Beta-1,3-Glucanases",137
GH165,Clostridium_aerotolerans_DSM_5434_T546,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Beta-1,3-Glucanases",45
GH99,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Alpha-1,2-Mannosidases",174
GH113,Clostridium_butyricum_5001,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",54
GH113,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",106
GH126,Blautia_schinkii_DSM_10518_T506,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Beta-1,3-Galactosidases",21
GH126,Clostridium_aerotolerans_DSM_5434_T546,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Beta-1,3-Galactosidases",45
GH126,Enterococcus_faecalis_V583_DSM_8629,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Beta-1,3-Galactosidases",1
GH11,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",45
GH11,Clostridium_butyricum_5001,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",54
GH11,Ruminococcus_flavefaciens_B34b,5,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",103
GH62,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,45
GH48,Ruminococcus_flavefaciens_B34b,1,cellulose,cellulose,Plant Polymer Degradation,cellulose,disaccharides + pentose + hexose,Cellobiohydrolases,103
GH44,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Endoglucanases,106
GH98,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Endo-Beta-Galactosidases,92
GH124,Ruminococcus_flavefaciens_B34b,1,cellulose,cellulose,Plant Polymer Degradation,cellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",103
ko:K00134,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K00169,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00170,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00171,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00172,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00248,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00248,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,8
ko:K00615,Agathobacter_ruminis_DSMZ_29029,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,8
ko:K00616,Agathobacter_ruminis_DSMZ_29029,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,8
ko:K00625,Agathobacter_ruminis_DSMZ_29029,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,8
ko:K00625,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,8
ko:K00626,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00626,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,8
ko:K00850,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K00873,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K00882,Agathobacter_ruminis_DSMZ_29029,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,8
ko:K00925,Agathobacter_ruminis_DSMZ_29029,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,8
ko:K00925,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,8
ko:K00925,Agathobacter_ruminis_DSMZ_29029,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,8
ko:K00927,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K00929,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K00929,Agathobacter_ruminis_DSMZ_29029,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,8
ko:K01624,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K01783,Agathobacter_ruminis_DSMZ_29029,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,8
ko:K01803,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K01808,Agathobacter_ruminis_DSMZ_29029,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,8
ko:K01810,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K03737,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_1,Primary Fermentation,Pyruvate,Butyrate,NA,8
ko:K04041,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K13922,Agathobacter_ruminis_DSMZ_29029,1,propionate,propanediol,Primary Fermentation,sugars,propionate,NA,8
ko:K15024,Agathobacter_ruminis_DSMZ_29029,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,8
ko:K15024,Agathobacter_ruminis_DSMZ_29029,1,butyrate,Butyrate_3,Primary Fermentation,Acetyl-CoA,Butyrate,NA,8
ko:K15633,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K21071,Agathobacter_ruminis_DSMZ_29029,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,8
ko:K00134,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K00873,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K00927,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01624,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01689,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01803,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01810,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01834,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K01902,Akkermansia_muciniphila_strain_DSM_22959,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,10
ko:K01903,Akkermansia_muciniphila_strain_DSM_22959,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,10
ko:K03778,Akkermansia_muciniphila_strain_DSM_22959,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,10
ko:K15633,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K21071,Akkermansia_muciniphila_strain_DSM_22959,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,10
ko:K22214,Akkermansia_muciniphila_strain_DSM_22959,1,propionate,succinate,Secondary Fermentation,succinate,propionate,NA,10
ko:K00033,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K00036,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K00134,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K00615,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K00616,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K00625,Bacteroides_thetaiotaomicron_DSM_2079,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,17
ko:K00850,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K00873,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K00925,Bacteroides_thetaiotaomicron_DSM_2079,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,17
ko:K00927,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01057,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K01624,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01689,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01783,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K01803,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01807,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K01808,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K01810,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01834,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K01902,Bacteroides_thetaiotaomicron_DSM_2079,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,17
ko:K01903,Bacteroides_thetaiotaomicron_DSM_2079,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,17
ko:K03778,Bacteroides_thetaiotaomicron_DSM_2079,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,17
ko:K04041,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K07404,Bacteroides_thetaiotaomicron_DSM_2079,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,17
ko:K11645,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K15633,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K15635,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K21071,Bacteroides_thetaiotaomicron_DSM_2079,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,17
ko:K22214,Bacteroides_thetaiotaomicron_DSM_2079,1,propionate,succinate,Secondary Fermentation,succinate,propionate,NA,17
ko:K00033,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K00036,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K00134,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K00615,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K00616,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K00625,Bacteroides_uniformis_ATCC_8492,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,20
ko:K00850,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K00873,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K00925,Bacteroides_uniformis_ATCC_8492,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,20
ko:K00927,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K01057,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K01624,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K01689,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K01783,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K01803,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K01807,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K01808,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K01810,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K01834,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K03778,Bacteroides_uniformis_ATCC_8492,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,20
ko:K04041,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K06859,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K07404,Bacteroides_uniformis_ATCC_8492,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,20
ko:K11645,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K15633,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K15635,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K21071,Bacteroides_uniformis_ATCC_8492,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,20
ko:K22214,Bacteroides_uniformis_ATCC_8492,1,propionate,succinate,Secondary Fermentation,succinate,propionate,NA,20
ko:K00033,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K00036,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K00134,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K00615,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K00616,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K00850,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K00873,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K00882,Basfia_succiniciproducens_strain_DSM_22022,1,fructose,fructose,Sugar,Fructose,"fructose-1,6-bisphosphate",NA,133
ko:K00925,Basfia_succiniciproducens_strain_DSM_22022,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,133
ko:K00927,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01057,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K01624,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01689,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01783,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K01803,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01807,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K01808,Basfia_succiniciproducens_strain_DSM_22022,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,133
ko:K01810,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01834,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K01902,Basfia_succiniciproducens_strain_DSM_22022,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,133
ko:K01903,Basfia_succiniciproducens_strain_DSM_22022,1,Acetogenesis,Acetate_1,Secondary Fermentation,Acetyl-CoA + Succinate,Acetate,NA,133
ko:K02446,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K03778,Basfia_succiniciproducens_strain_DSM_22022,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,133
ko:K03841,Basfia_succiniciproducens_strain_DSM_22022,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,133
ko:K13788,Basfia_succiniciproducens_strain_DSM_22022,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,133
ko:K00016,Bifidobacterium_adolescentis_L2,1,lactate,lactate,Primary Fermentation,Pyruvate,Lactate,NA,25
ko:K00033,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K00036,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K00134,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K00615,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K00616,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K00873,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K00925,Bifidobacterium_adolescentis_L2,1,Acetogenesis,Acetate_5,Primary Fermentation,Acetyl-CoA + ADP phosphate (2 step),Acetate,NA,25
ko:K00927,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01057,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K01624,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01689,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01783,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
ko:K01803,Bifidobacterium_adolescentis_L2,1,glycolysis,glycolysis,Sugar,hexose,pyruvate,NA,25
ko:K01807,Bifidobacterium_adolescentis_L2,1,pentose_phosphate,pentose_phosphate,Sugar,pentose,pyruvate,NA,25
