Gene,Genome,Gene_Count,Path,Activity,Trophic_level,Substrate,Product,Enzymatic_Activity,iso_index
GH31,prevotella_bryantii,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",174
GH31,Propionibacterium_sp._MB3007_HUN140,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",88
GH31,Proteiniclasticum_ruminis_DSM_24773,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",87
GH31,Pseudobutyrivibrio_ruminis_AD2017,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",205
GH31,Pseudobutyrivibrio_sp_LB2011_T375,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",90
GH31,Ruminococcus_albus_7_DSM_20455,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",106
GH31,Ruminococcus_flavefaciens_B34b,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",103
GH31,Ruminococcus_gnavus_AGR2154_HUN022,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-Glucosidases, Alpha-Xylosidases, Sucrose-6-Phosphate Hydrolases",101
GH10,bacteroides_vulgatus,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",137
GH10,Butyrivibrio_hungatei_DSMZ_10295,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",35
GH10,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",45
GH10,Clostridium_butyricum_5001,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",54
GH10,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",92
GH10,prevotella_bryantii,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",174
GH10,Ruminococcus_albus_7_DSM_20455,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",106
GH10,Ruminococcus_flavefaciens_B34b,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Xylanases",103
GH106,bacteroides_vulgatus,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",137
GH106,prevotella_bryantii,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",174
GH127,bacteroides_vulgatus,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Fucosidases,137
GH127,Butyrivibrio_hungatei_DSMZ_10295,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Fucosidases,35
GH127,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Fucosidases,45
GH127,Clostridium_butyricum_5001,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Fucosidases,54
GH127,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Fucosidases,174
GH15,Bacteroides_uniformis_ATCC_8492,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,Glucoamylases,20
GH15,bacteroides_vulgatus,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,Glucoamylases,137
GH30,bacteroides_vulgatus,4,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",137
GH30,Butyrivibrio_hungatei_DSMZ_10295,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",35
GH30,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",45
GH30,Clostridium_butyricum_5001,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",54
GH30,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",92
GH30,prevotella_bryantii,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",174
GH30,Ruminococcus_albus_7_DSM_20455,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",106
GH30,Ruminococcus_flavefaciens_B34b,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Xylanases, Glucuronyl Hydrolases",103
GH35,Agathobacter_ruminis_DSMZ_29029,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,8
GH35,Akkermansia_muciniphila_strain_DSM_22959,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,10
GH35,Bacteroides_thetaiotaomicron_DSM_2079,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,17
GH35,bacteroides_vulgatus,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,137
GH35,Bifidobacterium_adolescentis_L2,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,25
GH35,Blautia_schinkii_DSM_10518_T506,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,21
GH35,Butyrivibrio_fibrosolvens_CF3,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,34
GH35,Butyrivibrio_hungatei_DSMZ_10295,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,35
GH35,Clostridium_aerotolerans_DSM_5434_T546,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,45
GH35,Enterococcus_faecalis_V583_DSM_8629,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,1
GH35,Lactobacillus_rhamnosus_GG_whole_genome_sequence,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,68
GH35,Lactococcus_lactis_subsp._lactis_HUN043,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,202
GH35,Megamonas_sp_Calf98_2,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,74
GH35,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,92
GH35,prevotella_bryantii,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,174
GH35,Propionibacterium_sp._MB3007_HUN140,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,88
GH35,Pseudobutyrivibrio_ruminis_AD2017,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,205
GH35,Pseudobutyrivibrio_sp_LB2011_T375,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,90
GH36,Agathobacter_ruminis_DSMZ_29029,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,8
GH36,Akkermansia_muciniphila_strain_DSM_22959,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,10
GH36,Bacteroides_thetaiotaomicron_DSM_2079,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,17
GH36,Bacteroides_uniformis_ATCC_8492,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,20
GH36,bacteroides_vulgatus,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,137
GH36,Basfia_succiniciproducens_strain_DSM_22022,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,133
GH36,Bifidobacterium_adolescentis_L2,4,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,25
GH36,Blautia_schinkii_DSM_10518_T506,5,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,21
GH36,Butyrivibrio_fibrosolvens_CF3,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,34
GH36,Butyrivibrio_hungatei_DSMZ_10295,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,35
GH36,Clostridium_aerotolerans_DSM_5434_T546,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,45
GH36,Clostridium_butyricum_5001,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,54
GH36,Faecalibacterium_prausnitzii_DSM_17677,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,62
GH36,Kandleria_vitulina_DSM_20405_T513,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,65
GH36,Lactobacillus_rhamnosus_GG_whole_genome_sequence,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,68
GH36,Lactobacillus_ruminis_DSM_20403_NBRC_102161_strain_DSM_20403,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,69
GH36,Megamonas_sp_Calf98_2,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,74
GH36,prevotella_bryantii,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,174
GH36,Proteiniclasticum_ruminis_DSM_24773,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,87
GH36,Pseudobutyrivibrio_ruminis_AD2017,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,205
GH36,Pseudobutyrivibrio_sp_LB2011_T375,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,90
GH36,Ruminococcus_albus_7_DSM_20455,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,106
GH36,Ruminococcus_gnavus_AGR2154_HUN022,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,101
GH36,Selenomonas_ruminantium_AC2024_P157,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,129
GH36,Succinivibrio_dextrinosolvens_DSM_3072,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Galactosidases,117
GH38,Bacteroides_thetaiotaomicron_DSM_2079,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,17
GH38,Bacteroides_uniformis_ATCC_8492,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,20
GH38,Bifidobacterium_adolescentis_L2,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,25
GH38,Blautia_schinkii_DSM_10518_T506,5,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,21
GH38,Butyrivibrio_hungatei_DSMZ_10295,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,35
GH38,Clostridium_aerotolerans_DSM_5434_T546,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,45
GH38,Enterococcus_faecalis_V583_DSM_8629,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,1
GH38,Lactobacillus_rhamnosus_GG_whole_genome_sequence,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,68
GH38,Lactococcus_lactis_subsp._lactis_HUN043,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,202
GH38,Propionibacterium_sp._MB3007_HUN140,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Alpha-Mannosidases,88
GH42,Agathobacter_ruminis_DSMZ_29029,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,8
GH42,Bacteroides_uniformis_ATCC_8492,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,20
GH42,bacteroides_vulgatus,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,137
GH42,Bifidobacterium_adolescentis_L2,4,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,25
GH42,Blautia_schinkii_DSM_10518_T506,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,21
GH42,Butyrivibrio_fibrosolvens_CF3,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,34
GH42,Butyrivibrio_hungatei_DSMZ_10295,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,35
GH42,Clostridium_aerotolerans_DSM_5434_T546,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,45
GH42,Clostridium_butyricum_5001,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,54
GH42,Pseudobutyrivibrio_ruminis_AD2017,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,205
GH42,Pseudobutyrivibrio_sp_LB2011_T375,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,90
GH42,Ruminococcus_flavefaciens_B34b,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,103
GH42,Ruminococcus_gnavus_AGR2154_HUN022,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,101
GH42,Succinivibrio_dextrinosolvens_DSM_3072,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Galactosidases,117
GH43,bacteroides_vulgatus,17,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",137
GH43,Butyrivibrio_hungatei_DSMZ_10295,7,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",35
GH43,Clostridium_aerotolerans_DSM_5434_T546,15,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",45
GH43,Clostridium_butyricum_5001,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",54
GH43,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,10,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",92
GH43,prevotella_bryantii,13,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",174
GH43,Ruminococcus_albus_7_DSM_20455,6,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",106
GH43,Ruminococcus_flavefaciens_B34b,4,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Arabinanases, Xylosidases, Beta-Galactosidases",103
GH51,bacteroides_vulgatus,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,137
GH51,Butyrivibrio_hungatei_DSMZ_10295,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,35
GH51,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,45
GH51,Clostridium_butyricum_5001,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,54
GH51,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,5,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,92
GH51,prevotella_bryantii,4,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,174
GH51,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,Alpha-L-Arabinofuranosidases,106
GH16,bacteroides_vulgatus,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases, Licheninases, Kappa-Carrageenases",137
GH16,Clostridium_butyricum_5001,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases, Licheninases, Kappa-Carrageenases",54
GH16,Ruminococcus_albus_7_DSM_20455,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases, Licheninases, Kappa-Carrageenases",106
GH16,Ruminococcus_flavefaciens_B34b,3,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases, Licheninases, Kappa-Carrageenases",103
GH39,Agathobacter_ruminis_DSMZ_29029,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Xylosidases,8
GH39,Clostridium_aerotolerans_DSM_5434_T546,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Xylosidases,45
GH39,Clostridium_cadaveris_AGR2141_G605,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Xylosidases,125
GH39,Ruminococcus_albus_7_DSM_20455,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,Beta-Xylosidases,106
GH53,bacteroides_vulgatus,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",137
GH53,Butyrivibrio_hungatei_DSMZ_10295,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",35
GH53,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",92
GH53,prevotella_bryantii,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",174
GH53,Ruminococcus_albus_7_DSM_20455,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",106
GH53,Ruminococcus_flavefaciens_B34b,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Endo-Beta-1,4-Galactanases",103
GH110,Akkermansia_muciniphila_strain_DSM_22959,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",10
GH110,Bacteroides_thetaiotaomicron_DSM_2079,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",17
GH110,bacteroides_vulgatus,2,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,3-Glucosidases",137
GH141,bacteroides_vulgatus,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",137
GH141,prevotella_bryantii,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",174
GH57,Akkermansia_muciniphila_strain_DSM_22959,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",10
GH57,Bacteroides_thetaiotaomicron_DSM_2079,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",17
GH57,Bacteroides_uniformis_ATCC_8492,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",20
GH57,bacteroides_vulgatus,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",137
GH57,Methanobacterium_formicicum_DSM_3637,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",250
GH57,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",92
GH57,prevotella_bryantii,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Amylases, Alpha-Galactosidases, Alpha-Glucosidases",174
GH97,Akkermansia_muciniphila_strain_DSM_22959,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",10
GH97,Bacteroides_thetaiotaomicron_DSM_2079,10,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",17
GH97,Bacteroides_uniformis_ATCC_8492,8,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",20
GH97,bacteroides_vulgatus,7,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",137
GH97,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,5,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",92
GH97,prevotella_bryantii,5,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Alpha-Glucosidases, Alpha-Galactosidases",174
GH125,Bacteroides_thetaiotaomicron_DSM_2079,3,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",17
GH125,Bacteroides_uniformis_ATCC_8492,7,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",20
GH125,Blautia_schinkii_DSM_10518_T506,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",21
GH125,Enterococcus_faecalis_V583_DSM_8629,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",1
GH125,Lactobacillus_rhamnosus_GG_whole_genome_sequence,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",68
GH125,Lactococcus_lactis_subsp._lactis_HUN043,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",202
GH125,Propionibacterium_sp._MB3007_HUN140,1,disaccharides,disaccharides,Sugar,disaccharides,pentose + hexose,"Alpha-1,6-Mannosidases",88
GH133,Bacteroides_thetaiotaomicron_DSM_2079,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",17
GH133,Bacteroides_uniformis_ATCC_8492,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",20
GH133,bacteroides_vulgatus,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",137
GH133,Butyrivibrio_fibrosolvens_CF3,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",34
GH133,Kandleria_vitulina_DSM_20405_T513,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",65
GH133,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",92
GH133,prevotella_bryantii,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",174
GH133,Proteiniclasticum_ruminis_DSM_24773,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",87
GH133,Pseudobutyrivibrio_ruminis_AD2017,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",205
GH133,Pseudobutyrivibrio_sp_LB2011_T375,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",90
GH133,Ruminococcus_gnavus_AGR2154_HUN022,1,starch,starch,Plant Polymer Degradation,Starch,Glucose,"Endo-Alpha-1,4-Galactosaminidases",101
GH146,bacteroides_vulgatus,2,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",137
GH146,Clostridium_aerotolerans_DSM_5434_T546,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",45
GH146,Prevotella_albensis_DSM_11370_JCM_12258_strain_DSM_11370_K333,1,hemicellulose,hemicellulose,Plant Polymer Degradation,Hemicellulose,disaccharides + pentose + hexose,"Beta-1,3-Glucanases",92
